年份,特材代碼,特材代碼前五碼,核價類別名稱,中英文品名,產品型號/規格,單位,支付點數,申請者簡稱,許可證字號
111, SAU08EEC45ET,SAU08,直線型自動縫合器," ""愛惜康""愛喜龍 45 安德派思縫合器""ETHICON""ECHELON 45 ENDOPATH ENDOSCOPIC LINEAR CUTTERS AND RELOADS",EC45;SC45;ECLG45, 支,9000.0,壯生,衛署醫器輸字第019742號
111, SAU08EEC60ET,SAU08,直線型自動縫合器," ""愛惜康""愛喜龍安德派思縫合器(60)""ETHICON"" ECHELON 60 ENDOPATH STAPLER",EC60;LONG60;SC60, 支,9000.0,壯生,衛署醫器輸字第016737號
111, SAU08ETS45ET,SAU08,直線型自動縫合器," ""愛惜康""安德派思切割縫合器 ""ETHICON""ENDOPATH ENDOSCOPIC LINEAR CUTTER RELOADING UNIT",6CB45;6SB45;6TB45;ATB35;ATB45;ATG45;ATS45;ATS45NK;ATW35;ATW45;CTS45;CTS45NK;ET45B;ET45G;ETS45;EZ45B;EZ45G;LONG45A;LTS60A;NAB45;NAG45;NAW45;NK45B;NK45G;NSB45;NSG45;NSW45;SCB45;SCG45;TSB35;TSG45;TSW35;TSW45, 支,9000.0,壯生,衛署醫器輸字第006934號
111, SAU08S12M0EG,SAU08,直線型自動縫合器, “逸思蘇州”一次性腔鏡切割吻合器及釘匣-吻合器“EZISURG SUZHOU” ENDOSCOPIC LINEAR CUTTING STAPLERS AND LOADING UNITS FOR SINGLE USE-STAPLER,S12S;S12M;S12L, 支,9000.0,邵博士顧問有限公司,衛部醫器陸輸字第001113號
111, SAU08SU12MEG,SAU08,直線型自動縫合器, “逸思蘇州”一次性腔鏡用旋轉型直線切割吻合器及釘匣-吻合器“EZISURG SUZHOU” ENDOSCOPIC LINEAR CUTTING STAPLERS AND LOADING UNITS FOR SINGLE USE-STAPLER,SU12S;SU12M;SU12L, 支,9000.0,邵博士顧問有限公司,衛部醫器陸輸字第001119號
111, SAU08030442C,SAU08,直線型自動縫合器, “柯惠” GIA內視鏡自動手術縫合器“COVIDIEN” AUTO SUTURE MULTIFIRE GIA DISPOSABLE SURGICAL STAPLER,030449;030403, 支,9000.0,美敦力,衛署醫器輸字第006799號
111, SAU08030812C,SAU08,直線型自動縫合器," ""柯惠""內視鏡GIA自動手術縫合器及縫合釘-縫合器""COVIDIEN"" AUTO SUTURE MULTIFIRE ENDO GIA DISPOSABLE SURGICAL STAPLER AND DISPOSABLE LOADING UNITS- STAPLER",030811;030813, 支,9000.0,美敦力,衛署醫器輸字第006920號
111, SAU08ULTRA2C,SAU08,直線型自動縫合器," ""柯惠""內視鏡自動手術縫合槍及縫合釘-縫合槍 ""COVIDIEN""ENDO GIA ULTRA UNIVERSAL， UNIVERSAL SHORT， AND UNIVERSAL XL SINGLE USE STAPLERS",EGIAUSTND;EGIAUXL;EGIAUSHORT, 支,9000.0,美敦力,衛署醫器輸字第022861號
111, SAU08UN1XL2C,SAU08,直線型自動縫合器," ""柯惠""內視鏡自動手術縫合器""COVIDIEN""AUTOSUTURE ENDO GIA UNIVERSAL EXTRALONG SINGLE USE INSTRUMENT",EGIAUNIVXL, 支,9000.0,美敦力,衛署醫器輸字第018805號
111, SAU08MLCFNJ8,SAU08,直線型自動縫合器, “南京邁迪欣”一次性使用旋轉切割吻合器“NANJING MAIDIXIN” DISPOSABLE LINEAR CUTTER FOR ENDOSCOPE USE,MLCF-Sb;MLCF-Mb;MLCF-Lb, 支,9000.0,鴻泰,衛署醫器陸輸字第000309號
111, SAU08MLCRNJ8,SAU08,直線型自動縫合器," ""南京邁迪欣""一次性階梯型腔鏡切割吻合器和釘倉-吻合器""NANJING MAIDIXIN""DISPOSABLE LINEAR CUTTER FOR ENDOSCOPE AND CARTRIDGE (TRI-STAPLE)",MLCR-Mb;MLCR-Lb, 支,9000.0,鴻泰,衛部醫器陸輸字第000908號
111, SAU08TX30VET,SAU08,ㄇ形開放式手術自動縫合器," ""愛惜康""普路善美縫合器""ETHICON"" PROXIMATE RELOADABLE LINEAR STAPLER",TX30V;TX30G;TX30B;TX60B;TX60G, 支,6589.0,壯生,衛署醫器輸字第008067號
111, SAU08R17612C,SAU08,ㄇ形開放式手術自動縫合器," ""柯惠"" 開放式彎折自動手術縫合器""COVIDIEN"" AUTO SUTURE Roticulator STAPLERS",17614, 支,6589.0,美敦力,衛署醫器輸字第006817號
111, SAU08TA30S2C,SAU08,ㄇ形開放式手術自動縫合器," ""柯惠""TA自動手術縫合器及縫合釘-縫合器""COVIDIEN""TA STAPLERS AND LOADING UNITS-STAPLERS",TA3035S;TA3048S;TA30V3S;TA4535S;TA4548S;TA6035S;TA6048S;TA9035S;TA9048S, 支,6589.0,美敦力,衛署醫器輸字第010618號
111, SAU01XR30RJJ,SAU01,鈦金屬釘匣(胸腹縫合器用)/30MM，釘腿2.5MM，血管用, PROXIMATE RELOADABLE LINEAR STAPLER 30MM VASCULAR ※適應症請見備註欄,XR30R, EA,2041.0,壯生,衛署醫器輸字第008067號
111, SAU01XR30VET,SAU01,鈦金屬釘匣(胸腹縫合器用)/30MM，釘腿2.5MM，血管用," ""愛惜康""普克美縫合釘""ETHICON"" PROXIMATE LINEAR CUTTERS & RELOAD UNITS(RELOADABLE LINEAR STAPLER)*適應症請見備註欄",XR30V, EA,2041.0,壯生,衛署醫器輸字第008067號
111, SAU01XR30BJJ,SAU01,鈦金屬釘匣(胸腹縫合器用)/30MM，釘腿3.5MM, PROXIMATE RELOADABLE LINEAR STAPLER 30MM 3.5LEG，4.8LEG ※適應症請見備註欄,XR30B;XR30G, EA,2206.0,壯生,衛署醫器輸字第008067號
111, SAU01TA30L2C,SAU01,鈦金屬釘匣(胸腹縫合器用)/30MM，釘腿3.5MM," ""柯惠"" TA自動手術縫合器及縫合釘 ""COVIDIEN"" TA STAPLERS AND LOADING UNITS",TA3035L;TA3048L;TA30V3L, EA,2206.0,美敦力,衛署醫器輸字第010618號
111, SAU01XR60BJJ,SAU01,鈦金屬釘匣(胸腹縫合器用)/45-60MM，釘腿3.5MM, PROXIMATE RELOADABLE LINEAR STAPLER 60MM 3.5LEG，4.8LEG ※適應症請見備註欄,XR60B;XR60G, EA,2036.0,壯生,衛署醫器輸字第008067號
111, SAU01TA45L2C,SAU01,鈦金屬釘匣(胸腹縫合器用)/45-60MM，釘腿3.5MM," ""柯惠"" TA自動手術縫合器及縫合釘 ""COVIDIEN"" TA STAPLERS AND LOADING UNITS",TA4535L;TA4548L, EA,2036.0,美敦力,衛署醫器輸字第010618號
111, SAU01TA60L2C,SAU01,鈦金屬釘匣(胸腹縫合器用)/45-60MM，釘腿3.5MM," ""柯惠"" TA自動手術縫合器及縫合釘 ""COVIDIEN"" TA STAPLERS AND LOADING UNITS",TA6035L;TA6048L, EA,2036.0,美敦力,衛署醫器輸字第010618號
111, SAU01TA90L2C,SAU01,鈦金屬釘匣(胸腹縫合器用)/90MM，釘腿3.5MM," ""柯惠"" TA自動手術縫合器及縫合釘 ""COVIDIEN"" TA STAPLERS AND LOADING UNITS",TA9035L;TA9048L, EA,2153.0,美敦力,衛署醫器輸字第010618號
111, SAU02SSR55ET,SAU02,鈦金屬釘匣(腸胃縫合器用)/55MM," ""愛惜康""直線形切割縫合器和可調節釘匣-可調節釘匣""ETHICON ENDO-SURGERY""LINEAR CUTTER 55/75MM AND SELECTABLE CARTRIDGE/RELOADS(55MM)",SR55, EA,2213.0,壯生,衛署醫器輸字第022206號
111, SAU02TCRNNJJ,SAU02,鈦金屬釘匣(腸胃縫合器用)/55MM, RELOAD LINEAR CUTTER 55MM，75MM 腸胃自動縫合釘 ※適應症請見備註欄,TCR55;TCR75, EA,2213.0,壯生,衛署醫器輸字第007702號
111, SAU02TRT55JJ,SAU02,鈦金屬釘匣(腸胃縫合器用)/55MM, RELOAD LINEAR CUTTER 55MM 腸胃自動縫合釘 ※適應症請見備註欄,TRT55, EA,2213.0,壯生,衛署醫器輸字第007702號
111, SAU02304242C,SAU02,鈦金屬釘匣(腸胃縫合器用)/55MM," ""柯惠""GIA自動手術縫合器 ""COVIDIEN""AUTO SUTURE MULTIFIRE GIA DISPOSABLE SURGICAL STAPLER-LOADING UNIT *適應症請見備註欄",030424L, EA,2213.0,美敦力,衛署醫器輸字第006799號
111, SAU02SSR75ET,SAU02,鈦金屬釘匣(腸胃縫合器用)/60-80MM," ""愛惜康""直線形切割縫合器和可調節釘匣-可調節釘匣""ETHICON ENDO-SURGERY""LINEAR CUTTER 55/75MM AND SELECTABLE CARTRIDGE/RELOADS(75MM)",SR75, EA,2239.0,壯生,衛署醫器輸字第022206號
111, SAU02TRT75JJ,SAU02,鈦金屬釘匣(腸胃縫合器用)/60-80MM, RELOAD LINEAR CUTTER 75MM 腸胃自動縫合釘 ※適應症請見備註欄,TRT75, EA,2239.0,壯生,衛署醫器輸字第007702號
111, SAS026038L2C,SAS02,鈦金屬釘匣(腸胃縫合器用)/60-80MM," ""柯惠""自動手術縫合器及縫合釘匣-縫合釘匣""COVIDIEN""GIA AUTO SUTURE STAPLER AND LOADING UNIT WITH DST SERIES TECHNOLOGY-LOADING UNITS",GIA-60-25-L;GIA-60;80;100-38;48-L, 支,2239.0,美敦力,衛部醫器輸字第034006號
111, SAU026025L2C,SAU02,鈦金屬釘匣(腸胃縫合器用)/60-80MM," ""柯惠""GIA自動手術縫合器-釘匣 ""COVIDIEN""AUTO SUTURE MULTIFIRE GIA DISPOSABLE SURGICAL STAPLER *適應症請見備註欄",GIA6025L;GIA6038L;GIA6048L;GIA8038L;GIA8048L, EA,2239.0,美敦力,衛署醫器輸字第006799號
111, SCV01LT400JJ,SCV01,血管夾HEMO CLIP(TITANIUM)，L TYPE，單發, TITANIUM LIGA CLIP (L) 6 CLIP/排,LT-400, CLIP,34.4,壯生,衛署醫器輸字第002573號
111, SCV010412LV7,SCV01,血管夾HEMO CLIP(TITANIUM)，L TYPE，單發," ""維達力克"" 鈦金屬血管夾系統(大)""VITALITEC"" SLS-CLIP TITANIUM HEMOSTATIC CLIP SYSTEM",O4120-1, EA,34.4,亞衛,衛署醫器輸字第021306號
111, SCV010912LV7,SCV01,血管夾HEMO CLIP(TITANIUM)，L TYPE，單發," ""維達力克"" 鈦金屬血管夾(大)""VITALITEC"" NINE CLIP TITANIUM HEMOSTATIC CLIP SYSTEM(LARGE)",O9120, EA,34.4,亞衛,衛署醫器輸字第023272號
111, SCV0104200TX,SCV01,血管夾HEMO CLIP(TITANIUM)，L TYPE，單發," ""TELEFLEX"" HORIZON METAL LIGATING CLIPS ""泰利芙斯""金屬血管夾(大) 6;24 CLIPS/排(L)",004200;004204, CLIP,34.4,泰利福,衛署醫器輸字第024639號
111, SCV01FD870TX,SCV01,血管夾HEMO CLIP(TITANIUM)，L TYPE，單發," ""泰利芙斯""血管夾""Teleflex Medical"" Hemoclip-TITANIUM(LARGE)",523870, CLIP,34.4,泰利福,衛署醫器輸字第008063號
111, SCV01LT200JJ,SCV01,血管夾HEMO CILP(TITANIUM)，M TYPE，單發, TITANIUM LIGA CLIP (M) 6 CLIP/排,LT-200, CLIP,16.7,壯生,衛署醫器輸字第002573號
111, SCV01B218MV7,SCV01,血管夾HEMO CILP(TITANIUM)，M TYPE，單發," ""維達力克"" 鈦金屬血管夾系統(中)""VITALITEC"" SLS-CLIP TITANIUM HEMOSTATIC CLIP SYSTEM(MEDIUM)",B2180-1;(L5180-1;B2120-1;自101.10.1.生效), EA,16.7,亞衛,衛署醫器輸字第021306號
111, SCV01B918MV7,SCV01,血管夾HEMO CILP(TITANIUM)，M TYPE，單發," ""維達力克"" 鈦金屬血管夾""VITALITEC"" NINE CLIP TITANIUM HEMOSTATIC CLIP SYSTEM(MEDIUM)",B9180;B9135;L9180, EA,16.7,亞衛,衛署醫器輸字第023272號
111, SCV0102200TX,SCV01,血管夾HEMO CILP(TITANIUM)，M TYPE，單發," ""TELEFLEX"" HORIZON METAL LIGATING CLIPS ""泰利芙斯""金屬血管夾(中) 6;24 CLIPS/排(M)",002200;002204, CLIP,16.7,泰利福,衛署醫器輸字第024639號
111, SCV01FD800TX,SCV01,血管夾HEMO CILP(TITANIUM)，M TYPE，單發," ""泰利芙斯""血管夾""Teleflex Medical"" Hemoclip-TITANIUM (MEDIUM)",523800, CLIP,16.7,泰利福,衛署醫器輸字第008063號
111, SCV01LT300JJ,SCV01,血管夾HEMO CLIP(TITANIUM)，M-L TYPE，單發, TITANIUM LIGA CLIP (M-L) 6 CLIP/排,LT-300, CLIP,18.8,壯生,衛署醫器輸字第002573號
111, SCV01V312MV7,SCV01,血管夾HEMO CLIP(TITANIUM)，M-L TYPE，單發," ""維達力克"" 鈦金屬血管夾系統(中-大)""VITALITEC"" SLS-CLIP TITANIUM HEMOSTATIC CLIP SYSTEM(MEDIUM/LARGE)",V3120-1, EA,18.8,亞衛,衛署醫器輸字第021306號
111, SCV01V912MV7,SCV01,血管夾HEMO CLIP(TITANIUM)，M-L TYPE，單發," ""維達力克"" 鈦金屬血管夾(中大)""VITALITEC"" NINE CLIP TITANIUM HEMOSTATIC CLIP SYSTEM(MEDIUM/LARGE)",V9120, EA,18.8,亞衛,衛署醫器輸字第023272號
111, SCV0103200TX,SCV01,血管夾HEMO CLIP(TITANIUM)，M-L TYPE，單發," ""TELEFLEX"" HORIZON METAL LIGATING CLIPS ""泰利芙斯""金屬血管夾(中-大) 6;24 CLIPS/排(M-L)",003200;003204, CLIP,18.8,泰利福,衛署醫器輸字第024639號
111, SCV01FD860TX,SCV01,血管夾HEMO CLIP(TITANIUM)，M-L TYPE，單發," ""泰利芙斯""血管夾""Teleflex Medical"" Hemoclip-TITANIUM(MEDIUM-LARGE)",523860, CLIP,18.8,泰利福,衛署醫器輸字第008063號
111, SCV01LT100JJ,SCV01,血管夾HEMO CLIP(TITANIUM)，S TYPE，單發, TITANIUM LIGA CLIP (S) 6 CLIP/排,001200;001204;001201;001205;005200(刪除產品型號001200;001204;001201;001205;005200自1080701生效);(型號重整:LT-100自1080701生效), CLIP,14.6,壯生,衛署醫器輸字第002573號
111, SCV01J118SV7,SCV01,血管夾HEMO CLIP(TITANIUM)，S TYPE，單發," ""維達力克"" 鈦金屬血管夾系統(小)""VITALITEC"" SLS-CLIP TITANIUM HEMOSTATIC CLIP SYSTEM(SMALL)",J1180-1;(R1180-1;J1120-1;R1120-1;自101年10月1日生效), EA,14.6,亞衛,衛署醫器輸字第021306號
111, SCV01J918SV7,SCV01,血管夾HEMO CLIP(TITANIUM)，S TYPE，單發," ""維達力克"" 鈦金屬血管夾(小)""VITALITEC"" NINE CLIP TITANIUM HEMOSTATIC CLIP SYSTEM(SMALL)",J9180;R9180;J9135;R9135, EA,14.6,亞衛,衛署醫器輸字第023272號
111, SCV0101200TX,SCV01,血管夾HEMO CLIP(TITANIUM)，S TYPE，單發," ""TELEFLEX"" HORIZON METAL LIGATING CLIPS ""泰利芙斯""金屬血管夾(小) 6;24 CLIPS/排(S)",001200;001204;001201;001205;005200, CLIP,14.6,泰利福,衛署醫器輸字第024639號
111, SCV01FD835TX,SCV01,血管夾HEMO CLIP(TITANIUM)，S TYPE，單發," ""泰利芙斯""血管夾""Teleflex Medical"" Hemoclip-TITANIUM (SMALL)",523835, CLIP,14.6,泰利福,衛署醫器輸字第008063號
111, SCV02FE60NAE,SCV02,腦血管夾ANEURYSM CLIP(鈷鉻合金)，未分類型," ""雅氏""腦血管夾-未分類型""AESCULAP"" ANEURYSM CLIP SYSTEM",FE600K:FE840K；FE600K:FE840K;(型號重整:FE-600;602:604;610;612;614;620;622:624;637:640;642;644;648;650;652;654;658;660;662;664;668;680:683;690;694;700;710:714;716;717;720:728;740;742;744;746:748;750:756;758:764;769:786;790:793;795;798;801;806;807;810;819;820;822:825;830;832;833;840-K自1101001生效), 支,2908.0,台灣柏朗,衛署醫器輸字第005947號
111, SCV029400NM1,SCV02,腦血管夾ANEURYSM CLIP(鈷鉻合金)，未分類型," ""瑞穗""腦動脈瘤夾-未分類型""MIZUHO""SUGITA ANEURYSM CLIP",07-940-01:09；07-940-01:09;[型號整併如下:(Standard type:07-940-01:09;64:66;68;69;07-943-01:03);(Large type:07-940-10:18;20:25;47:50;60:63;70:72);(Fenestrated Large:07-940-26:46;74:79;07-938-01:09;11:14);(Temporary Standard:07-940-51:55);(Temporary Mini:07-940-56:58);(Mini type:07-940-80:81;83:89;95:99);(Long type:07-940-90:92);(AVM type:07-932-02:05)自1101001生效], 支,2908.0,福泰,衛署醫器輸字第016789號
111, SCV01FD170TX,SCV01,血管夾HEMO CLIP(STAINLESS STEEL)， L TYPE，單發," ""泰利芙斯""血管夾""Teleflex Medical"" Hemoclip(L) 每盒10排，每排15CLIP",523470, CLIP,29.4,泰利福,衛署醫器輸字第008063號
111, SCV01FD300TX,SCV01,血管夾HEMO CLIP(STAINLESS STEEL)， M TYPE，單發," ""泰利芙斯""血管夾""Teleflex Medical"" Hemoclip(M) 每盒20排，每排10CLIP",523600, CLIP,15.0,泰利福,衛署醫器輸字第008063號
111, SCV01FD360TX,SCV01,血管夾HEMO CLIP(STAINLESS STEEL)， M-L TYPE，單發," ""泰利芙斯""血管夾""Teleflex Medical"" Hemoclip (ML) 每盒16排，每排10CLIP",523660, CLIP,18.6,泰利福,衛署醫器輸字第008063號
111, SCV01FD135TX,SCV01,血管夾HEMO CLIP(STAINLESS STEEL)， S TYPE，單發," ""泰利芙斯""血管夾""Teleflex Medical"" Hemoclip(S) 每盒12排，每排25CLIP",523435, CLIP,12.5,泰利福,衛署醫器輸字第008063號
111, SCV01FD335TX,SCV01,血管夾HEMO CLIP(STAINLESS STEEL)， S TYPE，單發," ""泰利芙斯""血管夾""Teleflex Medical"" Hemoclip(S) 每盒24排，每排10CLIP",523635, CLIP,12.5,泰利福,衛署醫器輸字第008063號
111, SCV05AA5P1QW,SCV05,Hem-o-lok血管夾(不可吸收聚合物)(M/ML/L)，單發, “台灣先進”血管扣夾(滅菌)(ML/L)3;6釘/匣“TAIWAN SURGICAL” LIGATING CLIPS(STERILE)(ML/L),AA5P1-BC;AA5P1-BF;AAXP1-LC;AAXP1-LF, 釘,255.0,台灣先進,衛部醫器製字第006914號
111, SCV05BSLML99,SCV05,Hem-o-lok血管夾(不可吸收聚合物)(M/ML/L)，單發, 威仕克血管夾(ML/L)6釘/匣VAS-Q-CLIP NONABSORBABLE POLYMER LIGATION CLIP(ML/L),2231;2232, 釘,255.0,成春,衛部醫器輸字第033816號
111, SCV05HLMMLTX,SCV05,Hem-o-lok血管夾(不可吸收聚合物)(M/ML/L)，單發," ""泰利芙斯""血管夾(M/ML/L)3;6釘/匣""TELEFLEX MEDICAL""HEM-O-LOK LIGATING CLIPS(M/ML/L)",544220;544230;544233;544240;544243, 釘,255.0,泰利福,衛署醫器輸字第009808號
111, SCV05CMLL1U7,SCV05,Hem-o-lok血管夾(不可吸收聚合物)(M/ML/L)，單發, “普威”血管夾(滅菌)(ML/L)(6釘/匣)“UNIMAX” POLYMER VESSEL CLIP (STERILE)(ML/L),FCC130000;FCC140000, 釘,255.0,普威國際,衛部醫器製字第006548號
111, SCV05AAXP1QW,SCV05,Hem-o-lok血管夾(不可吸收聚合物)(XL)，單發, “台灣先進”血管扣夾(滅菌)(XL)3;6釘/匣“TAIWAN SURGICAL” LIGATING CLIPS (STERILE)(XL),AAXP1-XC;AAXP1-XF, 釘,255.0,台灣先進,衛部醫器製字第006914號
111, SCV05HLXL1TX,SCV05,Hem-o-lok血管夾(不可吸收聚合物)(XL)，單發," ""泰利芙斯""血管夾(XL)(3;6釘/匣)""TELEFLEX MEDICAL”HEM-O-LOK LIGATING CLIPS(XL)(3;6CLIPS/CARTRIDGE)",544250;544253, 釘,255.0,台灣泰利福,衛署醫器輸字第009808號
111, SCV05BSXL199,SCV05,Hem-o-lok血管夾(不可吸收聚合物)(XL)，單發, 威仕克血管夾(XL)6釘/匣VAS-Q-CLIP NONABSORBABLE POLYMER LIGATION CLIP(XL),2233, 釘,255.0,成春,衛部醫器輸字第033816號
111, SCV05CLXL1U7,SCV05,Hem-o-lok血管夾(不可吸收聚合物)(XL)，單發, “普威”血管夾(滅菌)(XL)(6釘/匣)“UNIMAX” POLYMER VESSEL CLIP (STERILE)(XL),FCC150000, 釘,255.0,普威國際,衛部醫器製字第006548號
111, SCV011500NS6,SCV01,顯微血管夾MICRO VASCULAR CLIP, “司堅倫”單次用哈巴狗血管夾“SCANLAN”SINGLE-USE BULLDOG CLAMP,1001-500:1001-505, 支,192.0,曆嶸,衛署醫器輸字第024148號
111, SCV20MCL20JJ,SCV20,自動血管夾AUTOMATIC CLIP(TITANIUM)，L SIZE，槍帶夾, MULTIPLE CLIPS APPLIER (20 CLIP/PC),MCL20, CLIP,113.0,壯生,衛署醫器輸字第006810號
111, SCV20134482C,SCV20,自動血管夾AUTOMATIC CLIP(TITANIUM)，L SIZE，槍帶夾, “柯惠”自動連發式血管夾擊發器(L)(每支15釘)“COVIDIEN” PREMIUM SURGICLIP CLIP APPLIER(L))(每支15CLIP),134048, 釘,113.0,美敦力,衛部醫器輸字第030851號
111, SCV20340482C,SCV20,自動血管夾AUTOMATIC CLIP(TITANIUM)，L SIZE，槍帶夾," ""柯惠""拋棄式自動血管夾 ""COVIDIEN"" AUTO SUTURE DISPOSABLE AUTOMATIC CLIP APPLIER",134048, CLIP,113.0,美敦力,衛署醫器輸字第006825號
111, SCV20MCM20JJ,SCV20,自動血管夾AUTOMATIC CLIP(TITANIUM)，M SIZE，槍帶夾, MULTIPLE CLIP APPLIER (20 CLIP/PC),MCM20, CLIP,97.2,壯生,衛署醫器輸字第006810號
111, SCV20MCM30JJ,SCV20,自動血管夾AUTOMATIC CLIP(TITANIUM)，M SIZE，槍帶夾, MULTIPLE CLIP APPLIER (30 CLIP/PC),MCM30, CLIP,97.2,壯生,衛署醫器輸字第006810號
111, SCV20134312C,SCV20,自動血管夾AUTOMATIC CLIP(TITANIUM)，M SIZE，槍帶夾, “柯惠”自動連發式血管夾擊發器(M)(每支20釘)“COVIDIEN” PREMIUM SURGICLIP CLIP APPLIER(M))(每支20CLIP),134031;134051, 釘,97.2,美敦力,衛部醫器輸字第030851號
111, SCV20134442C,SCV20,自動血管夾AUTOMATIC CLIP(TITANIUM)，M SIZE，槍帶夾, “柯惠”自動連發式血管夾擊發器(M)(每支15釘)“COVIDIEN” PREMIUM SURGICLIP CLIP APPLIER(M))(每支15CLIP),134044, 釘,97.2,美敦力,衛部醫器輸字第030851號
111, SCV20134532C,SCV20,自動血管夾AUTOMATIC CLIP(TITANIUM)，M SIZE，槍帶夾, “柯惠”自動連發式血管夾擊發器(L)(每支30釘)“COVIDIEN” PREMIUM SURGICLIP CLIP APPLIER(M))(每支30CLIP),134053, 釘,97.2,美敦力,衛部醫器輸字第030851號
111, SCV20340312C,SCV20,自動血管夾AUTOMATIC CLIP(TITANIUM)，M SIZE，槍帶夾," ""柯惠""拋棄式自動血管夾 ""COVIDIEN"" AUTO SUTURE DISPOSABLE AUTOMATIC CLIP APPLIER",134031, CLIP,97.2,美敦力,衛署醫器輸字第006825號
111, SCV20340442C,SCV20,自動血管夾AUTOMATIC CLIP(TITANIUM)，M SIZE，槍帶夾," ""柯惠""拋棄式自動血管夾 ""COVIDIEN"" AUTO SUTURE DISPOSABLE AUTOMATIC CLIP APPLIER",134044, CLIP,97.2,美敦力,衛署醫器輸字第006825號
111, SCV20MCS20JJ,SCV20,自動血管夾AUTOMATIC CLIP(TITANIUM)，S SIZE，槍帶夾, MULTIPLE CLIP APPLIER (20 CLIP/PC),MCS20, CLIP,96.7,壯生,衛署醫器輸字第006810號
111, SCV20336502C,SCV20,自動血管夾AUTOMATIC CLIP(TITANIUM)，S SIZE，槍帶夾, “柯惠”自動連發式血管夾擊發器(S)(每支20釘)“COVIDIEN” PREMIUM SURGICLIP CLIP APPLIER(S),133650, 釘,96.7,美敦力,衛部醫器輸字第030851號
111, SCV20340462C,SCV20,自動血管夾AUTOMATIC CLIP(TITANIUM)，S SIZE，槍帶夾," ""柯惠""拋棄式自動血管夾(每支20 CLIP) ""COVIDIEN"" AUTO SUTURE DISPOSABLE AUTOMATIC CLIP APPLIER(每支20 CLIP)",134046, CLIP,96.7,美敦力,衛署醫器輸字第006825號
111, SSL01254MJLY,SSL01,結紮環, “奧林柏斯”止血夾固定裝置組-結紮環(Φ30MM)“OLYMPUS” CLIP FIXING DEVICE-LIGATING LOOP(Φ30MM),MAJ-254, 個,340.0,元利,衛署醫器輸字第011806號
111, SSL01340MJLY,SSL01,結紮環, “奧林柏斯”止血夾固定裝置組-結紮環(Φ20MM)“OLYMPUS” CLIP FIXING DEVICE-LIGATING LOOP(Φ20MM),MAJ-340, 個,340.0,元利,衛署醫器輸字第011806號
111, TBCT1205981Z,TBCT1,兩側淚管支架," ""FCI"" AUTOSTABLE BICANALICULUS INTUBATION SET II""佛朗惜眼""自動固定淚管支架",S1.1390;S1.1391;S1.1392, 組,7327.0,紘康,衛署醫器輸字第020598號
111, TBCT1105491Z,TBCT1,單側淚管支架," ""FCI"" MONOKA LACRIMAL INTUBATION SETS""佛朗惜眼"" 蒙那卡矽質淚管",S1.1820;S1.1800;S1.1660;S1.1630;S1.1620;S1.1500;S1.1520, 組,6816.0,紘康,衛署醫器輸字第010549號
111, TBCT1S12301Z,TBCT1,結膜淚囊導管," ""FCI"" MONOKA LACRIMAL INTUBATION SETS""佛朗惜眼"" 蒙那卡矽質淚管-輔助通條",S1.2300;S1.2100, 組,6816.0,紘康,衛署醫器輸字第010549號
111, TBS01S51001Z,TBS01,鞏膜環扣物(條)/SCLERAL　BUCKLING　BAND," ""佛朗惜眼""鞏膜環扣物(條)""FCI ""SCLERAL BUCKLING IMPLANTS-BAND",S5.1000;S5.1001;S5.1020;S5.1021;S5.2000;S5.2001;(S5.1010;S5.1011自1081101起生效), 條,860.0,紘康,衛署醫器輸字第010377號
111, TBS01S29695L,TBS01,鞏膜環扣物(條)/SCLERAL　BUCKLING　BAND," ""雷?森""視網膜植入物(條)""LABTICIAN"" RETINAL IMPLANTS-BAND",S2969;S2987;S2950;S2965;S2967;S2968;S2992;S2998;S3013;S2970;S2971, 條,860.0,樺瑩,衛部醫器輸字第025351號
111, TBS01S52301Z,TBS01,鞏膜環扣物(輪)/SCLERAL　BUCKLING　TIRE," ""佛朗惜眼""鞏膜環扣物(輪)""FCI ""SCLERAL BUCKLING IMPLANTS-TIRE",S5.2290;S5.2291;S5.2300;S5.2310;S5.2320;S5.2321;S5.2330;S5.2331;S5.2340;S5.2341, 個,1080.0,紘康,衛署醫器輸字第010377號
111, TBS01S30175L,TBS01,鞏膜環扣物(輪)/SCLERAL　BUCKLING　TIRE," ""雷?森""視網膜植入物(輪)""LABTICIAN"" RETINAL IMPLANTS-TIRE",S2977;S2986;S2991;S2997;S3004;S3010;S3014;S3014L;S3016;S3017;S2999;S2995;S2996;S2996L, 個,1080.0,樺瑩,衛部醫器輸字第025351號
111, TBS01S56301Z,TBS01,鞏膜環扣物(海綿)/SCLERAL　BUCKLING　SPONGE," ""佛朗惜眼""鞏膜環扣物(海綿)""FCI ""SCLERAL BUCKLING IMPLANTS-SPONGE",S5.6305;S5.6005;S5.6304;S5.6004;S5.6325;S5.6025;S5.6335;S5.6035;S5.6357;S5.6057, 個,2435.0,紘康,衛署醫器輸字第010377號
